listing_id,neighborhood,rent,bedrooms,bathrooms,sqft,floor,year_built,in_unit_laundry,dishwasher,central_air,parking_included,gym_in_building,balcony,pets_allowed,heat_included,water_included,listing_description,review_1,review_2,review_3,click_through_rate
APT-1075,Cambridge,2531,1,1,606,2,2010,1,1,0,0,0,0,1,0,1,"Stunning one-bedroom in the heart of Cambridge. Chef's kitchen with gas range, stone countertops, and ample prep space. Just a short walk to the waterfront and bike paths.",The apartment exceeded my expectations. layout and the building is well-run.,Great apartment. open floor plan made it feel like home right away. Would definitely recommend.,One of the better apartments I've rented. open floor plan and neighbors are friendly.,0.0679
APT-1076,East Boston,3143,4,4,1622,6,1960,0,0,0,1,0,0,0,0,0,Pleasant four-bedroom with a good layout and natural light. Windows in every room keep the space feeling bright.,My favorite apartment so far. quiet street and the commute to downtown was easy.,Disappointing overall. the buzzer system barely works and management was slow to respond.,My favorite apartment so far. hardwood floors and the commute to downtown was easy.,0.043
APT-1077,Beacon Hill,3396,1,1,634,1,1934,1,1,1,0,1,0,1,0,1,Charming one-bedroom with original hardwood floors and updated kitchen. Recently renovated kitchen with quartz counters and soft-close cabinetry. Open floor plan is great for entertaining.,Great apartment. closet space made it feel like home right away. Would definitely recommend.,Loved living here. The location was a huge plus and the neighborhood is fantastic.,Not great. poor insulation was never properly addressed despite multiple requests.,0.0736
APT-1078,East Boston,1867,1,1,713,1,1964,1,0,1,0,1,0,0,0,0,"Solid one-bedroom close to shops and restaurants in East Boston. The kitchen has been updated with new countertops and appliances. Generous closet space throughout, including a walk-in in the primary bedroom.",The listing was misleading. the bathroom could use an update and a malfunctioning thermostat.,Had ongoing issues with water pressure drops. Not worth the price.,Very happy with this place. hardwood floors is exactly what I was looking for.,0.0582
APT-1079,Brighton,2990,3,3,1155,3,1955,0,0,0,0,0,0,0,1,1,"Cozy three-bedroom with good natural light and hardwood floors. Eat-in kitchen with plenty of cabinet space. Great walkability to cafes, bookstores, and boutiques.",Would rent again in a heartbeat. layout and great vibes in the neighborhood.,Below average. parking is a nightmare and the building needs serious maintenance.,Would rent again in a heartbeat. location and great vibes in the neighborhood.,0.044
APT-1080,Beacon Hill,4099,2,2,964,4,1882,0,1,1,0,0,0,1,0,0,Pleasant two-bedroom with a good layout and natural light. Galley kitchen with updated fixtures and good counter space.,"Not bad, not amazing. dishwasher is a plus. the windows are drafty in winter is a minus.","Lived here a year. parking spot. On the other hand, the bathroom could use an update.",Great apartment. updated appliances made it feel like home right away. Would definitely recommend.,0.0863
APT-1081,Jamaica Plain,1376,0,1,384,3,2021,0,1,0,0,1,0,1,0,0,"Sun-drenched studio featuring oversized windows and high ceilings. Chef's kitchen with gas range, stone countertops, and ample prep space.",The apartment exceeded my expectations. modern finishes and the building is well-run.,Loved living here. The open floor plan was a huge plus and the neighborhood is fantastic.,One of the better apartments I've rented. courtyard and neighbors are friendly.,0.0694
APT-1082,South End,4648,3,3,1290,1,1947,0,1,1,0,1,0,0,0,0,"Move-in ready three-bedroom with designer touches throughout. Oversized bay windows create a bright, airy atmosphere.",Super comfortable space. closet space and I never had issues with noise.,Not great. water pressure drops was never properly addressed despite multiple requests.,"Lived here a year. closet space. On the other hand, the windows are drafty in winter.",0.0465
APT-1083,Brighton,1450,0,1,413,2,1963,1,1,1,0,0,0,1,0,1,Cozy studio with good natural light and hardwood floors. Eat-in kitchen with plenty of cabinet space.,Disappointing overall. the bathroom could use an update and management was slow to respond.,Solid place to live. storage space was better than expected. Management is responsive.,Had ongoing issues with a broken intercom. Not worth the price.,0.0552
APT-1084,East Boston,1582,1,1,624,1,1954,0,1,0,0,0,1,1,1,0,Comfortable one-bedroom with updated appliances and good closet space. Windows in every room keep the space feeling bright.,Below average. the windows are drafty in winter and the building needs serious maintenance.,Solid place to live. rooftop access was better than expected. Management is responsive.,Really enjoyed my time here. location and the location is unbeatable.,0.0468
APT-1085,Dorchester,1477,1,1,669,2,1934,1,1,1,1,0,0,0,1,0,one-bedroom in a quiet residential area of Dorchester. Good natural light in the main living area. Pet-friendly building with a shared courtyard.,Very happy with this place. storage space is exactly what I was looking for.,"Clean, well-maintained, and bay windows. No complaints.",My favorite apartment so far. hardwood floors and the commute to downtown was easy.,0.0486
APT-1086,Fenway,2410,1,1,668,4,1923,0,0,1,0,1,0,0,1,0,"one-bedroom in a quiet residential area of Fenway. Good natural light in the main living area. Walking distance to parks, shops, and public transit.",Average experience overall. high ceilings was nice but the kitchen is smaller than expected.,Super comfortable space. gym and I never had issues with noise.,"Lived here a year. location. On the other hand, the street noise can be rough on weekends.",0.027
APT-1087,Dorchester,1494,1,1,633,3,1965,0,0,0,1,0,0,1,0,0,Updated one-bedroom in a well-managed building in Dorchester. Galley kitchen with updated fixtures and good counter space.,"Clean, well-maintained, and balcony view. No complaints.",Would not recommend. the laundry room is always busy and the rent does not match the quality.,Decent apartment for the price. layout but the bathroom could use an update.,0.0726
APT-1088,Fenway,3463,2,2,882,2,1959,1,0,1,0,0,0,0,1,0,Updated two-bedroom in a well-managed building in Fenway. Kitchen includes newer appliances and tile backsplash.,Super comfortable space. layout and I never had issues with noise.,Mixed feelings. balcony view but I wish the bathroom was newer.,Average experience overall. kitchen was nice but the street noise can be rough on weekends.,0.0358
APT-1089,South End,4366,3,3,1158,6,1923,1,1,1,0,0,0,0,1,0,Impeccably maintained three-bedroom in a sought-after South End location. South-facing exposure brings in gorgeous natural light throughout. Elevator building with package room and bike storage.,Perfect for young professionals. quiet street and tons of good food nearby.,Had a great experience. parking spot and it's super walkable to everything.,"Clean, well-maintained, and balcony view. No complaints.",0.0477
APT-1090,Beacon Hill,3387,1,1,769,1,1924,0,1,0,1,0,0,0,0,1,"Gorgeous one-bedroom in a meticulously maintained brownstone. The kitchen features granite countertops, stainless steel appliances, and a breakfast bar.",Adequate for the area. bay windows. Could use some updates though.,"Clean, well-maintained, and high ceilings. No complaints.",Great apartment. parking spot made it feel like home right away. Would definitely recommend.,0.0593
APT-1091,Back Bay,3319,1,1,618,2,1893,1,1,1,0,0,0,1,0,0,Elegant one-bedroom offering a perfect blend of classic charm and modern convenience. The living area is bathed in natural light from multiple exposures.,Lived here for two years and loved it. hardwood floors made a big difference day to day.,Great apartment. central air made it feel like home right away. Would definitely recommend.,Average experience overall. kitchen was nice but the elevator is slow.,0.0565
APT-1092,Back Bay,3135,1,1,589,2,1917,0,1,1,1,1,0,0,0,1,Move-in ready one-bedroom with designer touches throughout. The living area is bathed in natural light from multiple exposures.,"Clean, well-maintained, and high ceilings. No complaints.",Really enjoyed my time here. bay windows and the location is unbeatable.,Really appreciated updated appliances. The management fixed things quickly when needed.,0.0634
APT-1093,Somerville,2370,1,1,724,4,2001,0,1,1,0,0,0,1,1,0,Stunning one-bedroom in the heart of Somerville. Recently renovated kitchen with quartz counters and soft-close cabinetry.,My favorite apartment so far. modern finishes and the commute to downtown was easy.,Perfect for young professionals. open floor plan and tons of good food nearby.,Had a great experience. closet space and it's super walkable to everything.,0.0521
APT-1094,Allston,2364,2,2,919,1,1984,0,1,1,0,1,0,0,0,0,"Impeccably maintained two-bedroom in a sought-after Allston location. Oversized bay windows create a bright, airy atmosphere. Well-maintained building with responsive management.",Very happy with this place. parking spot is exactly what I was looking for.,Loved living here. The location was a huge plus and the neighborhood is fantastic.,Perfect for young professionals. high ceilings and tons of good food nearby.,0.0469
APT-1095,Dorchester,2693,4,4,1484,1,1952,0,0,1,0,1,0,1,0,1,four-bedroom in Dorchester. Utilities are reasonable. Kitchen comes with a refrigerator and electric stove. Recently updated common areas and secure entry.,Disappointing overall. the hallways are a bit run-down and management was slow to respond.,Reasonable place. dishwasher was nice. the buzzer system barely works was annoying at times.,Solid place to live. high ceilings was better than expected. Management is responsive.,0.0382
APT-1096,Fenway,3557,3,3,1221,2,1958,1,1,1,0,0,1,1,0,0,"Elegant three-bedroom offering a perfect blend of classic charm and modern convenience. Chef's kitchen with gas range, stone countertops, and ample prep space.","Good for what you pay. high ceilings, just be aware that the street noise can be rough on weekends.",Would rent again in a heartbeat. layout and great vibes in the neighborhood.,Super comfortable space. modern finishes and I never had issues with noise.,0.0937
